cycle,fem_cycle,pidl_saved_index,pidl_cycle_offset,field,metric,FEM_projected_to_PIDL,PIDL_native,PIDL_over_FEM_projected,FEM_projected_over_PIDL
1,1,0,-1,fatigue_f,right_band_mean,0.9999999239844396,0.9999999984902388,1.0000000745058049,0.9999999254942007
1,1,0,-1,fatigue_f,tip_2l0_integral,0.0006239999984245514,0.0012639999968087068,2.0256410256410255,0.4936708860759494
1,1,0,-1,fatigue_f,tip_2l0_mean,0.999999938784014,0.9999999352416787,0.9999999964576645,1.0000000035423355
1,1,0,-1,fatigue_f,tip_4l0_integral,0.0025039999936780077,0.005031999987295421,2.009584664536741,0.49761526232114467
1,1,0,-1,fatigue_f,tip_4l0_mean,1.0000000076275515,0.9999999712619925,0.9999999636344412,1.0000000363655601
1,1,0,-1,fatigue_f,tip_l0_integral,0.00016799999957584077,0.00032399999918197864,1.9285714285714286,0.5185185185185185
1,1,0,-1,fatigue_f,tip_l0_mean,0.9999999187951223,0.9999999284194034,1.000000009624282,0.9999999903757182
1,1,0,-1,fatigue_f,top1_mean,1.0,1.0,1.0,1.0
20,20,19,-1,damage_alpha,crack_strip_mean,0.23921930051453869,0.21969257295131683,0.9183731098568483,1.088882055960758
20,20,19,-1,damage_alpha,domain_mean,0.009553793694882769,0.0083844605833292,0.8776053629690695,1.1394643221149552
20,20,19,-1,damage_alpha,max,1.006656527519226,1.0000137090682983,0.9934011072601913,1.0066427273853242
20,20,19,-1,damage_alpha,p99,0.9997800636291505,0.9390941858291626,0.9393007722321435,1.0646217160277762
20,20,19,-1,damage_alpha,p999,1.0022982488870622,0.9992666244506836,0.9969753270149431,1.0030338493873396
20,20,19,-1,damage_alpha,right_band_mean,-2.555514020911593e-05,-0.0004250728525221348,16.633555873448287,0.0601194361330925
20,20,19,-1,damage_alpha,tip_2l0_integral,0.0002747259559554375,0.000554280704818666,2.0175767625996515,0.4956440907415578
20,20,19,-1,damage_alpha,tip_2l0_mean,0.44026592921704094,0.4385131895542145,0.9960189068776149,1.003997005573785
20,20,19,-1,damage_alpha,tip_4l0_integral,0.0005724374393574596,0.0011520474217832088,2.012529828720394,0.4968870452150365
20,20,19,-1,damage_alpha,tip_4l0_mean,0.22860920334226087,0.22894424200057983,1.0014655519262599,0.9985365927730206
20,20,19,-1,damage_alpha,tip_l0_integral,0.00011694885146893466,0.00022385953343473375,1.914166155742008,0.5224206879848211
20,20,19,-1,damage_alpha,tip_l0_mean,0.6961240611153864,0.6909244656562805,0.9925306482715528,1.0075255628039845
20,20,19,-1,damage_alpha,top1_mean,1.0011875463856592,0.9763457775115967,0.9751876968868194,1.0254436178721196
20,20,19,-1,psi_plus_raw,crack_strip_mean,27.755729904387135,52.560665130615234,1.8936870084727038,0.528070370407473
20,20,19,-1,psi_plus_raw,domain_mean,1.1141745969513708,2.106499195098877,1.8906365311709015,0.5289223938673627
20,20,19,-1,psi_plus_raw,max,851.7644653320312,2809.182861328125,3.298074732705668,0.30320719845533095
20,20,19,-1,psi_plus_raw,p99,399.610278625494,0.05989151820540428,0.00014987481906473507,6672.234910709533
20,20,19,-1,psi_plus_raw,p999,650.9871254272466,2586.77392578125,3.973617641183818,0.25165984508315214
20,20,19,-1,psi_plus_raw,right_band_mean,0.008513943998111607,0.00854555331170559,1.0037126522797182,0.9963010805221139
20,20,19,-1,psi_plus_raw,tip_2l0_integral,0.031100436855176848,0.05563307926058769,1.7888198651244105,0.5590277811066522
20,20,19,-1,psi_plus_raw,tip_2l0_mean,49.84044075297113,44.01350784301758,0.8830882548002709,1.1323896502577437
